x1,x2,x3
-1.178958384581965335e+00,-4.146568902918855715e-01,8.192808890053470128e-01,0.000000000000000000e+00
-1.349824771231885157e+00,-3.649457558778970157e-01,8.645765486540112343e-01,0.000000000000000000e+00
-1.731743909588484120e+00,-3.102676877343635842e-01,5.987027712729600104e-01,0.000000000000000000e+00
-1.624325917372799521e+00,-4.665139826841614434e-01,8.269219208071373339e-01,0.000000000000000000e+00
-1.465871095325449680e+00,-2.998027634784343753e-01,5.561960061873933991e-01,0.000000000000000000e+00
-1.399651967996720758e+00,-5.940874796191689677e-01,8.292959604967818921e-01,0.000000000000000000e+00
-1.253374712930175994e+00,-6.897191162901041839e-01,9.969205139462520293e-01,0.000000000000000000e+00
-1.287223888837960128e+00,-8.774802584572110042e-01,4.732559133057159251e-01,0.000000000000000000e+00
-1.292758932913024905e+00,-5.541558243326354383e-01,8.566518735526790218e-01,0.000000000000000000e+00
-1.286157707454691490e+00,-4.756408938048907742e-01,1.078671145836741285e+00,0.000000000000000000e+00
-1.492845311408682374e+00,-7.658551183882971181e-01,6.817179261940030655e-01,0.000000000000000000e+00
-1.202702661567704334e+00,-2.930950016582672957e-01,8.247853014916881609e-01,0.000000000000000000e+00
-1.750487783693242871e+00,-8.934207826349099824e-01,7.545385866626500571e-01,0.000000000000000000e+00
-1.351157207371929792e+00,-6.447500527287104433e-01,9.383707482477093853e-01,0.000000000000000000e+00
-1.291227776693192331e+00,-3.635652499584767217e-01,8.043694753672444575e-01,0.000000000000000000e+00
-1.390414350375964947e+00,-4.879279941154340272e-01,6.407671001330703664e-01,0.000000000000000000e+00
-1.128891565207219339e+00,-5.733698515422653852e-01,9.261284807048097978e-01,0.000000000000000000e+00
-8.778624956269052149e-01,-7.284052069550136510e-01,1.374792067710444154e+00,0.000000000000000000e+00
-1.229102274175603249e+00,-8.693544809922735261e-01,9.832212827647628384e-01,0.000000000000000000e+00
-1.387575571698364874e+00,-7.741924966913085182e-01,1.054534312433784260e+00,0.000000000000000000e+00
-1.049334794546417760e+00,-7.580660953053003359e-01,1.177880584853073564e+00,0.000000000000000000e+00
-9.168903574253076671e-01,-3.560629727115499077e-01,1.090932415024325808e+00,0.000000000000000000e+00
-8.634647914205515473e-01,-1.029071782608500518e+00,9.254939270358931713e-01,0.000000000000000000e+00
-1.297130078776024265e+00,-6.385521817441496273e-01,8.781836686971514760e-01,0.000000000000000000e+00
-1.144360927809764172e+00,-2.953426150099139891e-01,9.612984466049631083e-01,0.000000000000000000e+00
-1.015595063741105086e+00,-7.275051870509128271e-01,1.012522818501942146e+00,0.000000000000000000e+00
-1.084200220248102475e+00,-6.005522605162877392e-01,1.231946929041685790e+00,0.000000000000000000e+00
-7.428027005224748791e-01,-6.373493794180042915e-01,1.117666611591801473e+00,0.000000000000000000e+00
-1.289162340577859389e+00,-7.257941999801770239e-01,1.188052938380023793e+00,0.000000000000000000e+00
-8.723357521362927747e-01,-6.747300759851158070e-01,1.176877496092577857e+00,0.000000000000000000e+00
-9.337504154922516841e-01,-4.857102568329373371e-01,1.056440293445068734e+00,0.000000000000000000e+00
-1.089254094560784258e+00,-6.672076755004396897e-01,4.107860971903201097e-01,0.000000000000000000e+00
-9.275865412398621723e-01,-1.472546478605174070e+00,6.499166085305363438e-01,0.000000000000000000e+00
-8.997000201360597638e-01,-6.557282553280070481e-01,7.591971147972182976e-01,0.000000000000000000e+00
-1.118207232308094490e+00,-4.853770297657525323e-01,8.913215442915791709e-01,0.000000000000000000e+00
-5.127811388105441015e-01,-7.679998901466537076e-01,1.065552879343381942e+00,0.000000000000000000e+00
-6.234162791790804903e-01,-7.494194865294721009e-01,7.786709467613844859e-01,0.000000000000000000e+00
-9.540124976776027665e-01,-7.906330757105064500e-01,7.007645846510914822e-01,0.000000000000000000e+00
-9.683614953816578330e-01,-9.397111441340061377e-01,1.152540153432271675e+00,0.000000000000000000e+00
-8.952553632374787851e-01,-8.554682195886658125e-01,9.397742505188693141e-01,0.000000000000000000e+00
-8.423929554672334730e-01,-6.830559111032081798e-01,7.538007954879081263e-01,0.000000000000000000e+00
-1.080033874463808719e+00,-5.928647354766531929e-01,8.634036499469781578e-01,0.000000000000000000e+00
-1.139645548867986857e+00,-7.322908400777090598e-01,1.030072939557039380e+00,0.000000000000000000e+00
-1.146845205639744236e+00,-7.822796682432959781e-01,1.075449094188806631e+00,0.000000000000000000e+00
-7.501165984543022303e-01,-7.087710406917375749e-01,6.378234463991416803e-01,0.000000000000000000e+00
-7.429467936398136407e-01,-9.025502037317076898e-01,8.118814404512669780e-01,0.000000000000000000e+00
-6.190763510414412085e-01,-5.528967649345007951e-01,1.256499597511997246e+00,0.000000000000000000e+00
-5.141327908992350260e-01,-8.772893531834033976e-01,9.567864994935372236e-01,0.000000000000000000e+00
-6.075134785911562307e-01,-8.375621663946459794e-01,9.004501693341924184e-01,0.000000000000000000e+00
-5.797904808102550822e-01,-8.799728910192777809e-01,7.159403689798068404e-01,0.000000000000000000e+00
-8.109807312232439891e-01,-7.475152562051343708e-01,8.493503253093381833e-01,0.000000000000000000e+00
-6.434736990444774873e-01,-7.463238376647898242e-01,7.601990448644955212e-01,0.000000000000000000e+00
-5.435828307057226638e-01,-8.104739461965895231e-01,5.740907645720350061e-01,0.000000000000000000e+00
-3.895781119044727236e-01,-9.921536869952385373e-01,4.753996824041276659e-01,0.000000000000000000e+00
-8.701469189762481848e-01,-1.101834618727589143e+00,8.017073890660263435e-01,0.000000000000000000e+00
-6.989025648470247321e-01,-9.704705143024623393e-01,8.995653028646519722e-01,0.000000000000000000e+00
-5.590495541125874990e-01,-8.452298980673378370e-01,8.414509189543188938e-01,0.000000000000000000e+00
-4.865904436628991636e-01,-1.335221463318981172e+00,6.699762631093260090e-01,0.000000000000000000e+00
-1.028555457497879244e+00,-9.114652806577321353e-01,7.248449140399328972e-01,0.000000000000000000e+00
-3.660091168573662013e-01,-6.860512067199553421e-01,7.487738611475275308e-01,0.000000000000000000e+00
-6.576987327366866642e-01,-8.313002531939839290e-01,5.846335462460579002e-01,0.000000000000000000e+00
-5.403275840191036350e-01,-7.357124201565413690e-01,5.602233218528395176e-01,0.000000000000000000e+00
-3.612502402074314611e-01,-8.019187046120406226e-01,4.619537335875260053e-01,0.000000000000000000e+00
-3.098612349865382254e-01,-8.019963840347736905e-01,6.540177327289808940e-01,0.000000000000000000e+00
-6.392788365854322752e-01,-1.117712228103038274e+00,5.064186766176237420e-01,0.000000000000000000e+00
-3.603921546593120695e-01,-1.141007465902176499e+00,6.813829380114938550e-01,0.000000000000000000e+00
-6.992847118680538543e-01,-9.945569581095538014e-01,5.953627229819606903e-01,0.000000000000000000e+00
5.614135747210369232e-02,-1.232915969779224019e+00,8.470251234108620020e-01,0.000000000000000000e+00
-3.847986224328442395e-01,-8.787762530401919125e-01,5.551303824857801716e-01,0.000000000000000000e+00
-3.076384159771003990e-01,-9.951530919273471332e-01,8.007723970668569891e-01,0.000000000000000000e+00
-4.696318064198969355e-01,-7.412216875589350273e-01,3.592671023227922422e-01,0.000000000000000000e+00
-3.720817612334529900e-01,-1.185160224248009930e+00,5.570138790815344354e-01,0.000000000000000000e+00
-5.264293372215694822e-02,-9.891841510555750006e-01,4.042050817154888565e-01,0.000000000000000000e+00
-5.461740810578794569e-01,-1.022362269662236089e+00,1.023151559018122270e-01,0.000000000000000000e+00
-4.873575993023465669e-01,-9.337825336777175744e-01,6.617015342657907029e-01,0.000000000000000000e+00
2.755771784752679698e-01,-1.098937526023304967e+00,6.617314831912510797e-01,0.000000000000000000e+00
-2.189521035815976957e-01,-1.014195173316403631e+00,4.377252994332696545e-01,0.000000000000000000e+00
-2.367144658736646257e-01,-9.640356340122873124e-01,2.458520143130354940e-01,0.000000000000000000e+00
-5.100753642799076282e-01,-1.296852611110530518e+00,4.342721636113626715e-01,0.000000000000000000e+00
-2.671125827782905859e-01,-1.109201479194225293e+00,2.812363080975010532e-01,0.000000000000000000e+00
-3.407167111014236527e-02,-9.556100822199247169e-01,1.240589224810086377e-01,0.000000000000000000e+00
7.094552092947520316e-02,-6.773877153010480212e-01,3.297540871421890118e-01,0.000000000000000000e+00
3.919232004989547935e-02,-7.462172906488575563e-01,4.322890754501007571e-01,0.000000000000000000e+00
-1.392319864482738367e-02,-8.761666642513349368e-01,2.854969761984346155e-01,0.000000000000000000e+00
-3.373915408830280849e-01,-8.567603409889580357e-01,-1.144174236708912495e-01,0.000000000000000000e+00
-2.580061726279952450e-01,-7.371028030650101925e-01,2.998705111977431059e-01,0.000000000000000000e+00
2.172468103522581795e-01,-1.052903338791104870e+00,-1.236257799632834581e-01,0.000000000000000000e+00
-1.094541324536339177e-01,-9.787565298655491741e-01,9.755149818582531385e-02,0.000000000000000000e+00
1.842452866474737494e-01,-1.071852789179676524e+00,1.270385713202405731e-01,0.000000000000000000e+00
-2.213336183442201066e-01,-9.098126819286747047e-01,3.209539575571392772e-02,0.000000000000000000e+00
-1.546844925043192320e-01,-1.047160917838276584e+00,-3.053941403280707387e-02,0.000000000000000000e+00
-3.986573848261441844e-02,-6.456871604707936640e-01,-3.857540811411347415e-02,0.000000000000000000e+00
-1.572906825577737033e-02,-1.419247425906709381e+00,-2.228976441809241149e-01,0.000000000000000000e+00
-6.849046576361608740e-04,-1.136571088439294996e+00,2.071433172178865634e-01,0.000000000000000000e+00
3.781361839455893437e-02,-7.411965720686000125e-01,-8.195541990816350431e-02,0.000000000000000000e+00
9.710690881700737020e-02,-1.015971211783588180e+00,-1.185754431184591479e-01,0.000000000000000000e+00
4.522662948324693843e-01,-1.461302306260819250e+00,-5.446065123165434452e-01,0.000000000000000000e+00
1.870187739797275761e-02,-9.934846934249075279e-01,-3.114764151201432352e-02,0.000000000000000000e+00
2.407620440917522531e-01,-1.072091588465152956e+00,9.876328279546264799e-03,0.000000000000000000e+00
3.709690754784950584e-01,-9.571251848743501656e-01,-2.604179649308169253e-02,0.000000000000000000e+00
2.382182890485309290e-01,-1.104770117893075776e+00,-1.035122343699266256e-01,0.000000000000000000e+00
2.245419793580687440e-01,-9.905849527510020014e-01,2.716696879057206582e-02,0.000000000000000000e+00
-2.690570449884579496e-01,-1.272612070793499806e+00,-5.290163861912740018e-01,0.000000000000000000e+00
1.671282199990708761e-01,-1.038062372312118731e+00,-6.170610645706831043e-01,0.000000000000000000e+00
6.137369583716395516e-02,-1.157218069303895813e+00,1.520953861610847002e-01,0.000000000000000000e+00
6.373376757329153319e-01,-1.065152437537944419e+00,-4.356843619174237126e-01,0.000000000000000000e+00
6.568855532749445780e-02,-1.362025638488846946e+00,-4.096918348157836953e-01,0.000000000000000000e+00
1.144521719579342234e-01,-9.948112264435772234e-01,-7.294600767774988004e-01,0.000000000000000000e+00
1.800711040371958949e-01,-9.454022333701201930e-01,-3.590204616421962536e-01,0.000000000000000000e+00
4.343511036755261512e-01,-1.236357379840821169e+00,-2.838945878853127436e-01,0.000000000000000000e+00
2.091494622114934698e-01,-8.426657836443367522e-01,-4.792403879562068814e-01,0.000000000000000000e+00
1.121908577587095723e-01,-1.029301023173776475e+00,-4.260182593820752150e-01,0.000000000000000000e+00
5.282765584903867939e-01,-9.909300130945124518e-01,-2.143970835867149982e-01,0.000000000000000000e+00
6.253364422733418415e-01,-1.010581571694469938e+00,-3.920601149601669055e-01,0.000000000000000000e+00
8.286765939317717322e-01,-5.635200585318380639e-01,-8.086723034422643730e-01,0.000000000000000000e+00
2.746248195502304368e-01,-6.548479431971262477e-01,-7.953593119870528971e-01,0.000000000000000000e+00
2.133638401204531188e-01,-1.045134340258103922e+00,-5.199183760011523159e-01,0.000000000000000000e+00
4.752575861645695898e-01,-1.073921767555946705e+00,-7.586838194735103791e-01,0.000000000000000000e+00
3.710557786364473420e-01,-1.115474862235307230e+00,-1.869967485689948417e-01,0.000000000000000000e+00
5.907302531869534912e-01,-7.578360539375494920e-01,-7.602128475934122331e-01,0.000000000000000000e+00
5.116573273247936315e-01,-1.073365319925597250e+00,-1.211392988049906361e+00,0.000000000000000000e+00
2.907804139217980977e-01,-1.288097367737851329e+00,-1.149230151390158383e+00,0.000000000000000000e+00
3.447542838103949681e-01,-6.561547953455267868e-01,-7.259392560849964315e-01,0.000000000000000000e+00
8.592900777311375249e-01,-8.339756721200016765e-01,-5.778641617440127831e-01,0.000000000000000000e+00
4.382538590654626587e-01,-8.062629983010567436e-01,-6.054912759664964339e-01,0.000000000000000000e+00
5.202616829575795743e-01,-7.938816736091238724e-01,-6.543783677964177814e-01,0.000000000000000000e+00
5.427377305758640524e-01,-1.124936384225679209e+00,-1.020336594852141898e+00,0.000000000000000000e+00
6.869030023810921426e-01,-8.294309227605375368e-01,-9.574142358507340411e-01,0.000000000000000000e+00
6.917664393373578191e-01,-7.750338166393844208e-01,-6.901624356240988467e-01,0.000000000000000000e+00
1.013564038966942915e+00,-6.279124157648974247e-01,-1.028434297887325322e+00,0.000000000000000000e+00
1.056532413684853289e+00,-9.835311971787493723e-01,-6.330516893467327266e-01,0.000000000000000000e+00
7.499255306320171677e-01,-9.536539886880468497e-01,-1.216881888812353152e+00,0.000000000000000000e+00
7.184115957717543965e-01,-1.176850848446244768e+00,-6.746565146455363315e-01,0.000000000000000000e+00
1.072359980832459536e+00,-1.017969350185403243e+00,-8.199455376013734531e-01,0.000000000000000000e+00
6.400781751575489453e-01,-9.777609244823645129e-01,-7.371057974707808658e-01,0.000000000000000000e+00
7.934793746085806454e-01,-4.974761056031971052e-01,-9.995506165149273814e-01,0.000000000000000000e+00
1.016957816588637264e+00,-8.191307319730941616e-01,-7.544751930146458285e-01,0.000000000000000000e+00
7.434329960164361983e-01,-8.415999245770746651e-01,-9.466778611239666796e-01,0.000000000000000000e+00
6.812950352868616388e-01,-6.922147325452249200e-01,-8.028898824330216177e-01,0.000000000000000000e+00
9.827248014436815726e-01,-5.100500498372035896e-01,-6.518406928618140084e-01,0.000000000000000000e+00
8.043953435088224690e-01,-7.355152564574115592e-01,-1.074602570273539115e+00,0.000000000000000000e+00
8.992863416220893136e-01,-9.226297080036167664e-01,-6.334387768479399217e-01,0.000000000000000000e+00
9.824440684923531064e-01,-8.387124808599047965e-01,-7.256923566836681605e-01,0.000000000000000000e+00
4.905262872804699859e-01,-1.190227950982941429e+00,-8.115999827460110838e-01,0.000000000000000000e+00
9.515413910240246853e-01,-7.294941091146301959e-01,-1.241782959615484350e+00,0.000000000000000000e+00
9.494503465331809444e-01,-3.709338250965125705e-01,-8.167805850499521014e-01,0.000000000000000000e+00
1.002536517587202969e+00,-8.513764881239742621e-01,-1.065029349508609613e+00,0.000000000000000000e+00
5.571001845204062164e-01,-7.038465612205383470e-01,-8.208870775666210484e-01,0.000000000000000000e+00
6.820046104152850397e-01,-8.793472021962823737e-01,-1.224717742344058946e+00,0.000000000000000000e+00
8.180888605124518875e-01,-7.279382333693584783e-01,-1.412716504664006223e+00,0.000000000000000000e+00
1.147883496419162652e+00,-5.793171728334094439e-01,-1.048036334234010214e+00,0.000000000000000000e+00
5.425955026031419326e-01,-9.207097881802690509e-01,-7.525824024931246914e-01,0.000000000000000000e+00
4.966814575811101529e-01,-7.821542429889322134e-01,-1.235876293230889100e+00,0.000000000000000000e+00
1.226570649251040201e+00,-8.387828614318705300e-01,-9.191646047772081829e-01,0.000000000000000000e+00
1.191955993312314721e+00,-3.275138357779172615e-01,-1.039988941939040457e+00,0.000000000000000000e+00
1.167109055328261036e+00,-9.826588816133288162e-01,-7.601292095823393158e-01,0.000000000000000000e+00
9.526615682580951150e-01,-7.885786945517241353e-01,-1.000839828782263519e+00,0.000000000000000000e+00
8.048744704255941240e-01,-6.213466875511960419e-01,-8.004434965436613147e-01,0.000000000000000000e+00
1.188548939345914990e+00,-9.754472722091405146e-01,-1.015614780967831310e+00,0.000000000000000000e+00
1.290699640394953329e+00,-1.023728308582337654e+00,-1.202093941122455600e+00,0.000000000000000000e+00
1.329753160639032483e+00,-5.844715066220583788e-01,-9.004082375756637946e-01,0.000000000000000000e+00
1.538310949826846574e+00,-5.350388462582525984e-01,-8.462635180245394739e-01,0.000000000000000000e+00
1.720343713284552489e+00,-6.616694369196640668e-01,-1.131836135733112814e+00,0.000000000000000000e+00
1.275349710011313142e+00,-5.211713178330282803e-01,-1.071404560646781023e+00,0.000000000000000000e+00
9.947182134930204755e-01,-1.369650885495032888e-01,-8.938820543369148108e-01,0.000000000000000000e+00
1.065957284132824867e+00,-4.056174037034828150e-01,-9.736607308561631147e-01,0.000000000000000000e+00
1.172862591766087315e+00,-4.661250290463998525e-01,-1.202185497121166513e+00,0.000000000000000000e+00
1.304794872152607699e+00,-1.856730501741871708e-01,-8.419523323790352176e-01,0.000000000000000000e+00
1.169661873544088904e+00,-6.592793806056022055e-01,-1.008041626410794533e+00,0.000000000000000000e+00
1.204549248109194837e+00,-6.229254981502337918e-01,-7.329098992852638439e-01,0.000000000000000000e+00
9.189384241681632925e-01,-3.643832666676604104e-01,-9.817270527608694675e-01,0.000000000000000000e+00
1.351007611455333546e+00,-7.515148395671749082e-01,-6.291066831485138122e-01,0.000000000000000000e+00
1.534580612826207613e+00,-3.234497198247162641e-01,-1.186259537363214100e+00,0.000000000000000000e+00
1.460909599068722642e+00,-4.235656658363182725e-01,-1.192278362423166982e+00,0.000000000000000000e+00
1.299652342683842665e+00,-4.207186521112961097e-01,-7.473720975614355222e-01,0.000000000000000000e+00
1.349183703413787461e+00,-4.243898711757939646e-01,-5.506834355387804081e-01,0.000000000000000000e+00
1.567949536871316552e+00,-1.044981230317095555e+00,-8.951758680342946084e-01,0.000000000000000000e+00
1.298614159823031855e+00,-8.108492739561083962e-01,-7.986065689742707363e-01,0.000000000000000000e+00
1.589886420381568799e+00,-6.665294523144749128e-01,-7.353996304418694008e-01,0.000000000000000000e+00
1.165348199150795461e+00,-5.723133851276126505e-01,-4.919287051758758911e-01,0.000000000000000000e+00
1.248165559145649306e+00,-3.341341507604935201e-01,-1.145879330388979156e+00,0.000000000000000000e+00
1.737089769453557642e+00,-2.946241958218992485e-01,-7.918746139348229462e-01,0.000000000000000000e+00
1.487468338333274742e+00,-6.856307866396715855e-01,-5.021284103832078793e-01,0.000000000000000000e+00
1.315077279550392886e+00,-4.329290202052842318e-01,-8.197571859728887134e-01,0.000000000000000000e+00
1.271040380076515763e+00,-2.415670432730268324e-01,-6.525787009823338369e-01,0.000000000000000000e+00
1.524596785728957737e+00,-3.705858252920285478e-01,-5.830078235724061031e-01,0.000000000000000000e+00
1.317332854388711505e+00,8.885223479773707300e-02,-9.806867766230835670e-01,0.000000000000000000e+00
1.659923375616801700e+00,-7.172327389328864156e-02,-8.185623165822751846e-01,0.000000000000000000e+00
1.860000751072361513e+00,-1.343625916128978748e-01,-4.345216005949117388e-01,0.000000000000000000e+00
1.425936378456778453e+00,-3.650088954482317849e-01,-6.508512891187291372e-01,0.000000000000000000e+00
1.504398785693177976e+00,-2.937844204725154063e-02,-5.525406205871188359e-01,0.000000000000000000e+00
1.249738535422740382e+00,-1.327332297655154369e-01,-3.840338624415801094e-01,0.000000000000000000e+00
1.568466718412039773e+00,-1.364746201395593272e-01,-6.015498176301411482e-01,0.000000000000000000e+00
1.257016617824354032e+00,-4.471235703440484266e-01,-8.532099072185732602e-01,0.000000000000000000e+00
1.495255060882371367e+00,-2.780417639359260562e-01,-5.925342242694027206e-01,0.000000000000000000e+00
8.615629090280148006e-01,-4.986411882160862730e-01,-2.584680242646367754e-01,0.000000000000000000e+00
1.324352492810147552e+00,-1.648455398225054103e-01,-7.385666454057664421e-01,0.000000000000000000e+00
1.749378763938568948e+00,-2.535180189729179800e-01,-3.799229010949712326e-01,0.000000000000000000e+00
1.930921864952464206e+00,9.086254861833056862e-02,-4.764678093406108372e-01,0.000000000000000000e+00
1.351017718664707212e+00,-2.652137793169517810e-01,-2.901354675002911776e-01,0.000000000000000000e+00
1.452279770136607251e+00,-2.668011858892745947e-01,-7.539063725310607422e-02,0.000000000000000000e+00
1.453911871538907663e+00,2.845476490652492640e-01,-3.271562512870483941e-01,0.000000000000000000e+00
1.837012649515455509e+00,-9.149629356733117447e-02,-1.289715491546079562e-01,0.000000000000000000e+00
1.337987242440502156e+00,-3.212761946514961497e-01,-2.056774512395141419e-01,0.000000000000000000e+00
1.683345475238132494e+00,-1.300133568557624297e-01,-5.307635512326321914e-01,0.000000000000000000e+00
1.216072987320935272e+00,-4.110103553358609441e-01,-6.027021168651298666e-01,0.000000000000000000e+00
1.512275631383629415e+00,1.119272023852177361e-01,-2.273956443469446753e-01,0.000000000000000000e+00
1.040313214679034370e+00,-1.387142525469177712e-01,-2.326645763395661926e-01,0.000000000000000000e+00
1.913376910699357891e+00,-3.794543779466971190e-01,-2.535056900620548670e-01,0.000000000000000000e+00
1.836891796758113760e+00,1.451819424349380661e-02,-3.786173543072911263e-02,0.000000000000000000e+00
1.519945108726638461e+00,3.072521628565805241e-03,2.993883115709333742e-02,0.000000000000000000e+00
1.336200571681452232e+00,1.252667926566106149e-01,-3.751627638571169987e-01,0.000000000000000000e+00
1.564603528047823211e+00,-2.017485547505776244e-03,-1.987360916642376407e-01,0.000000000000000000e+00
1.494987328396174764e+00,-1.496884762532500190e-01,-2.646851884973793756e-01,0.000000000000000000e+00
1.429158142829492384e+00,-2.333889480727895094e-01,3.937904709850997831e-02,0.000000000000000000e+00
1.269982901169527167e+00,1.423954045982100403e-01,-2.362958135857645137e-01,0.000000000000000000e+00
-1.613258983116201195e+00,-1.124920681643035714e+00,2.650293457749677839e-01,1.000000000000000000e+00
-1.433823102028902952e+00,-1.029755539510422091e+00,7.456344249380614242e-02,1.000000000000000000e+00
-1.920962852927241782e+00,-9.834462722080429264e-01,3.491579124359238118e-01,1.000000000000000000e+00
-1.472460632200981001e+00,-9.486516879613619002e-01,3.414820190262378430e-02,1.000000000000000000e+00
-1.318976786797136258e+00,-1.349148415452943173e+00,-4.370274568382133129e-01,1.000000000000000000e+00
-1.454969963104633557e+00,-1.080059126276615711e+00,1.368219775453708709e-01,1.000000000000000000e+00
-1.558756138626246068e+00,-1.311428673116808330e+00,-4.041271335028127631e-01,1.000000000000000000e+00
-2.044112364580385144e+00,-9.587983120937974002e-01,-2.130469949950910824e-01,1.000000000000000000e+00
-1.577288708102984494e+00,-6.836620317140443825e-01,3.959919029029418391e-02,1.000000000000000000e+00
-1.524456244165434349e+00,-1.313857151538984303e+00,-1.012561708635303925e-01,1.000000000000000000e+00
-1.377052614877085857e+00,-8.125386110699990283e-01,-5.288174441562901174e-02,1.000000000000000000e+00
-1.718600446037277463e+00,-4.601842655071173849e-01,-4.653704348442659899e-01,1.000000000000000000e+00
-1.333064867303876078e+00,-1.186945188748657065e+00,-4.836715796965209146e-01,1.000000000000000000e+00
-1.176675241325443100e+00,-8.892197864907142035e-01,-1.535791427779363838e-01,1.000000000000000000e+00
-1.429362772150625904e+00,-8.456214616578201504e-01,-7.253469905094461767e-02,1.000000000000000000e+00
-1.520656361917161803e+00,-1.168395264624114471e+00,-5.294749057852544682e-01,1.000000000000000000e+00
-1.359423409898440571e+00,-7.207934017144538297e-01,-7.055267672426843717e-01,1.000000000000000000e+00
-1.610634410457767451e+00,-9.039187983408993876e-01,-4.882486039060437433e-01,1.000000000000000000e+00
-1.736820385187033189e+00,-9.009617346619136491e-01,-5.836530774435826352e-01,1.000000000000000000e+00
-1.302971040870390063e+00,-6.012118624480784490e-01,-4.895916510284766821e-01,1.000000000000000000e+00
-1.531094633071174993e+00,-7.228374433149251654e-01,-6.459511760363845223e-01,1.000000000000000000e+00
-1.677231755006669989e+00,-9.266922344945367485e-01,-6.314993161577511227e-01,1.000000000000000000e+00
-1.675509211208924487e+00,-6.941032039715326896e-01,-3.801741227702597481e-01,1.000000000000000000e+00
-1.754954472882131133e+00,-7.093998563122380085e-01,-5.913513506518458529e-01,1.000000000000000000e+00
-1.363725522942838220e+00,-7.049691113782069474e-01,-8.589838677068635242e-01,1.000000000000000000e+00
-1.678770526200707547e+00,-6.844995878289749092e-01,-3.830472802103005447e-01,1.000000000000000000e+00
-1.863169415260203854e+00,-6.092910202351879967e-01,-3.710451226532780478e-01,1.000000000000000000e+00
-1.444751204202409767e+00,-5.564988525927511143e-01,-7.693632181390532843e-01,1.000000000000000000e+00
-1.431609150759580285e+00,-9.788779396241478192e-01,-1.116999217072930817e+00,1.000000000000000000e+00
-1.212549442928664734e+00,-8.399048520607163004e-01,-7.582062623376690791e-01,1.000000000000000000e+00
-1.671535608102389103e+00,-9.131670532218617575e-01,-7.204153258067642618e-01,1.000000000000000000e+00
-1.533086099452762197e+00,-5.439046348023519606e-01,-6.132523872072597193e-01,1.000000000000000000e+00
-1.315704305384757689e+00,-5.601647246187144713e-01,-4.058724219934136679e-01,1.000000000000000000e+00
-1.585877790142273813e+00,-6.073200723904749188e-01,-5.120965946298201565e-01,1.000000000000000000e+00
-1.111718295306974413e+00,-8.691980447857158287e-01,-8.178457337359441581e-01,1.000000000000000000e+00
-1.085052903994562667e+00,-4.718075303975690638e-01,-7.325831008808263434e-01,1.000000000000000000e+00
-1.392049833297014372e+00,-6.388292047498720372e-01,-7.297636193918179970e-01,1.000000000000000000e+00
-1.390609690896364325e+00,-5.592998438125322824e-01,-7.869600769568358967e-01,1.000000000000000000e+00
-1.467158671030522443e+00,-4.331445658129988163e-01,-2.345942509376482965e-01,1.000000000000000000e+00
-1.678140082754395745e+00,-4.636272556014572332e-01,-9.837261747905391429e-01,1.000000000000000000e+00
-1.198250914520166743e+00,-5.080523507891583357e-01,-6.930347591809064012e-01,1.000000000000000000e+00
-1.069410504136250495e+00,-4.678902265284158868e-01,-6.321766946432293421e-01,1.000000000000000000e+00
-1.763944963613247596e+00,-1.773728570533355531e-01,-7.962116826181852014e-01,1.000000000000000000e+00
-1.069884949642797123e+00,-7.286073239935737522e-01,-1.049462558525572797e+00,1.000000000000000000e+00
-1.246430395487305054e+00,-4.772903203404911809e-01,-8.382191789164021856e-01,1.000000000000000000e+00
-1.048677212623966959e+00,-8.162607863104829331e-01,-7.110259333888950817e-01,1.000000000000000000e+00
-1.253685401727166360e+00,-4.933921806263308341e-01,-1.210395234377154683e+00,1.000000000000000000e+00
-1.144294560625409352e+00,-9.249632456862544316e-01,-7.962948294940295213e-01,1.000000000000000000e+00
-1.532690598463771758e+00,-4.210444057559679099e-01,-9.590216322840811047e-01,1.000000000000000000e+00
-9.895312515708771794e-01,-4.571514303734801055e-01,-1.082636755703961340e+00,1.000000000000000000e+00
-1.313734899607480910e+00,-1.566199820896648220e-01,-8.445723067077174351e-01,1.000000000000000000e+00
-1.278323613708622686e+00,-4.483553110253840623e-01,-1.272686166531608487e+00,1.000000000000000000e+00
-1.112095590191579220e+00,-7.429936178282864345e-01,-8.157021890904476713e-01,1.000000000000000000e+00
-1.152470289342634180e+00,9.629888521635021625e-02,-1.192286693754274873e+00,1.000000000000000000e+00
-1.186944406510310968e+00,-1.159305785589465065e-02,-7.395631920528923375e-01,1.000000000000000000e+00
-1.293686850138709099e+00,-3.167159208637952972e-01,-9.824026827179969112e-01,1.000000000000000000e+00
-1.085902686320224131e+00,-4.916055318078098590e-01,-1.005004818899059682e+00,1.000000000000000000e+00
-1.449572649701799998e+00,-3.153075502529885110e-01,-9.008487874175328258e-01,1.000000000000000000e+00
-1.162935222022341675e+00,-6.559094847799746830e-01,-7.962303785583708660e-01,1.000000000000000000e+00
-1.031858330273808022e+00,-4.687751578060205815e-01,-1.052510359180033994e+00,1.000000000000000000e+00
-1.392034061960107261e+00,-5.194342397677398360e-01,-1.105774191512515880e+00,1.000000000000000000e+00
-8.331797470224668878e-01,-4.331416744535744323e-01,-8.713578213382145998e-01,1.000000000000000000e+00
